Storm Name,Intensity Category,Latitude (°N),Longitude (°E),Pressure (hPa),Max Sustained Wind (m/s),DateTime(UTC),ConvertedDateTime
Georgia,5,9.7,172.3,970,50,1951032116,1951-03-21T16
Georgia,5,10.1,172.3,970,50,1951032122,1951-03-21T22
Georgia,5,10.4,172.0,970,50,1951032204,1951-03-22T04
Georgia,5,10.6,171.6,970,50,1951032210,1951-03-22T10
Georgia,5,10.8,171.1,970,50,1951032216,1951-03-22T16
Georgia,4,11.0,170.7,975,40,1951032222,1951-03-22T22
Georgia,4,11.2,169.6,980,35,1951032304,1951-03-23T04
Georgia,3,11.0,168.5,985,30,1951032310,1951-03-23T10
Georgia,3,10.5,166.7,985,30,1951032316,1951-03-23T16
Georgia,3,10.4,165.2,985,30,1951032322,1951-03-23T22
Georgia,3,10.2,163.6,990,25,1951032404,1951-03-24T04
Georgia,2,10.3,162.7,995,20,1951032410,1951-03-24T10
Georgia,1,10.7,162.3,1000,15,1951032416,1951-03-24T16
Georgia,1,11.3,161.8,1000,15,1951032422,1951-03-24T22
Georgia,0,11.5,161.1,1004,0,1951032504,1951-03-25T04
Georgia,0,11.4,160.3,1004,0,1951032510,1951-03-25T10
Georgia,0,10.9,159.5,1006,0,1951032516,1951-03-25T16
Georgia,0,10.4,158.7,1006,0,1951032522,1951-03-25T22
Georgia,0,10.2,157.8,1006,0,1951032604,1951-03-26T04
Georgia,0,10.0,156.8,1006,0,1951032610,1951-03-26T10
Georgia,0,10.0,155.9,1006,0,1951032616,1951-03-26T16
Georgia,0,10.0,155.0,1006,0,1951032622,1951-03-26T22
Tess,0,11.5,134.2,1006,0,1964051216,1964-05-12T16
Tess,0,11.7,133.8,1006,0,1964051222,1964-05-12T22
Tess,0,11.8,133.4,1006,0,1964051304,1964-05-13T04
Tess,0,12.0,133.0,1006,0,1964051310,1964-05-13T10
Tess,0,12.1,132.7,1006,0,1964051316,1964-05-13T16
Tess,1,12.2,132.2,1004,15,1964051322,1964-05-13T22
Tess,1,12.5,132.0,1002,15,1964051404,1964-05-14T04
Tess,1,12.7,131.9,1002,15,1964051410,1964-05-14T10
Tess,2,12.9,131.9,1000,20,1964051416,1964-05-14T16
Tess,2,13.0,131.6,999,20,1964051422,1964-05-14T22
Tess,2,12.8,131.3,1000,20,1964051504,1964-05-15T04
Tess,2,12.4,130.8,1000,20,1964051510,1964-05-15T10
Tess,2,11.9,130.3,1000,20,1964051516,1964-05-15T16
Tess,2,11.7,130.1,1000,20,1964051522,1964-05-15T22
Tess,2,11.4,129.9,1000,20,1964051604,1964-05-16T04
Tess,2,11.3,129.7,998,20,1964051610,1964-05-16T10
Tess,1,11.6,129.6,998,15,1964051616,1964-05-16T16
Tess,1,11.6,129.9,998,15,1964051622,1964-05-16T22
Tess,1,12.0,130.6,998,15,1964051704,1964-05-17T04
Tess,1,12.3,131.5,997,15,1964051710,1964-05-17T10
Tess,2,12.6,132.5,996,20,1964051716,1964-05-17T16
Tess,2,12.7,132.7,994,20,1964051722,1964-05-17T22
Tess,2,12.7,133.4,992,20,1964051804,1964-05-18T04
Tess,3,12.6,134.3,990,25,1964051810,1964-05-18T10
Tess,3,12.5,135.5,988,30,1964051816,1964-05-18T16
Tess,3,12.7,137.2,986,30,1964051822,1964-05-18T22
Tess,4,13.4,139.0,984,35,1964051904,1964-05-19T04
Tess,4,14.3,140.5,983,35,1964051910,1964-05-19T10
Tess,4,15.4,142.0,981,40,1964051916,1964-05-19T16
Tess,4,16.5,143.7,979,40,1964051922,1964-05-19T22
Tess,4,17.0,145.6,976,40,1964052004,1964-05-20T04
Tess,4,18.6,147.5,974,40,1964052010,1964-05-20T10
Tess,5,20.6,149.1,973,45,1964052016,1964-05-20T16
Tess,5,22.3,150.4,970,50,1964052022,1964-05-20T22
Tess,5,23.7,151.8,966,50,1964052104,1964-05-21T04
Tess,5,25.2,152.8,968,50,1964052110,1964-05-21T10
Tess,5,26.6,153.0,970,45,1964052116,1964-05-21T16
Tess,4,28.2,154.3,974,40,1964052122,1964-05-21T22
Tess,4,29.5,155.5,974,35,1964052204,1964-05-22T04
Tess,4,30.8,156.7,975,35,1964052210,1964-05-22T10
Tess,3,31.9,157.8,980,30,1964052216,1964-05-22T16
Tess,3,32.8,158.8,980,30,1964052222,1964-05-22T22
Tess,3,33.5,159.9,980,30,1964052304,1964-05-23T04
Tess,3,34.1,160.9,985,25,1964052310,1964-05-23T10
Tess,9,34.9,162.1,990,25,1964052316,1964-05-23T16
Tess,9,35.3,163.5,992,0,1964052322,1964-05-23T22
Tess,9,35.6,164.8,996,0,1964052404,1964-05-24T04
Tess,9,36.0,166.7,1000,0,1964052410,1964-05-24T10
Tess,9,36.0,168.2,1000,0,1964052416,1964-05-24T16
Tess,9,36.0,169.2,1002,0,1964052422,1964-05-24T22
Tess,9,36.0,170.5,1004,0,1964052504,1964-05-25T04
Tess,9,36.2,171.4,1008,0,1964052510,1964-05-25T10
Tess,9,36.5,172.7,1008,0,1964052516,1964-05-25T16
Tess,9,36.8,173.5,1010,0,1964052522,1964-05-25T22
Tess,9,36.9,173.9,1012,0,1964052604,1964-05-26T04
Tess,9,37.0,174.0,1012,0,1964052610,1964-05-26T10
Tess,9,37.0,174.2,1014,0,1964052616,1964-05-26T16
Tess,9,37.0,174.4,1014,0,1964052622,1964-05-26T22
Malakas,1,3.9,148.5,1002,13,2022040616,2022-04-06T16
Malakas,1,4.0,147.6,1002,13,2022040622,2022-04-06T22
Malakas,1,4.2,147.0,1000,15,2022040704,2022-04-07T04
Malakas,1,4.5,146.4,1000,15,2022040710,2022-04-07T10
Malakas,2,5.0,146.2,998,18,2022040716,2022-04-07T16
Malakas,2,5.6,145.8,998,18,2022040722,2022-04-07T22
Malakas,2,6.2,145.2,998,18,2022040804,2022-04-08T04
Malakas,2,6.6,144.7,995,20,2022040810,2022-04-08T10
Malakas,2,7.0,144.2,995,20,2022040816,2022-04-08T16
Malakas,2,7.4,143.6,995,20,2022040822,2022-04-08T22
Malakas,2,8.2,142.5,992,23,2022040904,2022-04-09T04
Malakas,2,9.4,141.3,992,23,2022040910,2022-04-09T10
Malakas,3,10.6,139.8,990,25,2022040916,2022-04-09T16
Malakas,3,11.3,138.6,990,25,2022040922,2022-04-09T22
Malakas,3,11.8,137.3,990,25,2022041004,2022-04-10T04
Malakas,3,11.9,136.8,990,25,2022041010,2022-04-10T10
Malakas,3,12.4,136.4,990,25,2022041016,2022-04-10T16
Malakas,3,13.3,136.0,990,25,2022041022,2022-04-10T22
Malakas,3,14.1,135.7,985,28,2022041104,2022-04-11T04
Malakas,3,14.7,135.6,980,30,2022041110,2022-04-11T10
Malakas,4,15.3,135.1,975,33,2022041116,2022-04-11T16
Malakas,4,15.8,135.1,965,38,2022041122,2022-04-11T22
Malakas,4,16.1,135.4,955,42,2022041204,2022-04-12T04
Malakas,4,16.7,135.9,955,42,2022041210,2022-04-12T10
Malakas,5,17.3,136.4,945,48,2022041216,2022-04-12T16
Malakas,5,17.8,137.0,945,48,2022041222,2022-04-12T22
Malakas,5,18.8,137.6,945,48,2022041304,2022-04-13T04
Malakas,6,19.7,137.5,940,52,2022041310,2022-04-13T10
Malakas,6,20.6,138.0,940,52,2022041316,2022-04-13T16
Malakas,5,21.6,138.5,950,45,2022041322,2022-04-13T22
Malakas,5,22.7,139.2,955,42,2022041404,2022-04-14T04
Malakas,4,24.3,140.3,960,38,2022041410,2022-04-14T10
Malakas,4,26.3,140.9,965,33,2022041416,2022-04-14T16
Malakas,3,28.1,141.9,970,28,2022041422,2022-04-14T22
Malakas,3,30.1,143.9,975,25,2022041504,2022-04-15T04
Malakas,3,32.3,146.8,975,25,2022041510,2022-04-15T10
Malakas,9,34.8,149.4,978,23,2022041516,2022-04-15T16
Malakas,9,38.1,152.2,978,23,2022041522,2022-04-15T22
Malakas,9,41.9,155.7,978,23,2022041604,2022-04-16T04
Malakas,9,44.4,158.1,970,20,2022041610,2022-04-16T10
Malakas,9,46.8,161.0,970,20,2022041616,2022-04-16T16
Malakas,9,49.1,166.0,970,20,2022041622,2022-04-16T22
Malakas,9,51.2,171.6,970,20,2022041704,2022-04-17T04
Malakas,9,53.1,178.4,970,20,2022041710,2022-04-17T10
Malakas,9,53.4,184.8,972,18,2022041716,2022-04-17T16
Kathy,2,5.6,147.7,1000,20,1976012716,1976-01-27T16
Kathy,2,6.2,146.6,989,20,1976012722,1976-01-27T22
Kathy,2,6.6,145.2,995,20,1976012804,1976-01-28T04
Kathy,2,6.8,144.2,995,20,1976012810,1976-01-28T10
Kathy,2,6.8,143.6,997,20,1976012816,1976-01-28T16
Kathy,3,6.9,143.0,997,25,1976012822,1976-01-28T22
Kathy,3,7.8,141.5,990,25,1976012904,1976-01-29T04
Kathy,3,9.3,140.1,985,30,1976012910,1976-01-29T10
Kathy,4,10.2,139.5,980,35,1976012916,1976-01-29T16
Kathy,4,11.0,138.6,975,40,1976012922,1976-01-29T22
Kathy,4,12.2,138.3,971,40,1976013004,1976-01-30T04
Kathy,4,13.5,138.2,971,40,1976013010,1976-01-30T10
Kathy,5,14.6,138.4,971,45,1976013016,1976-01-30T16
Kathy,5,15.6,138.7,971,50,1976013022,1976-01-30T22
Kathy,5,16.6,139.8,975,45,1976013104,1976-01-31T04
Kathy,5,17.4,141.1,985,45,1976013110,1976-01-31T10
Kathy,4,17.9,142.5,990,40,1976013116,1976-01-31T16
Kathy,4,18.6,144.3,995,35,1976013122,1976-01-31T22
Kathy,4,19.6,146.0,995,35,1976020104,1976-02-01T04
Kathy,3,20.7,148.2,995,30,1976020110,1976-02-01T10
Kathy,3,21.7,150.9,995,25,1976020116,1976-02-01T16
Kathy,2,22.2,153.6,995,20,1976020122,1976-02-01T22
Kathy,2,22.6,157.0,997,20,1976020204,1976-02-02T04
Kathy,1,22.6,160.0,1000,15,1976020210,1976-02-02T10
Nancy,0,7.0,151.4,1006,10,1970021816,1970-02-18T16
Nancy,0,7.5,151.0,1002,10,1970021822,1970-02-18T22
Nancy,1,8.0,150.5,998,15,1970021904,1970-02-19T04
Nancy,2,8.4,149.8,992,20,1970021910,1970-02-19T10
Nancy,3,8.6,148.9,986,30,1970021916,1970-02-19T16
Nancy,3,8.6,148.0,988,30,1970021922,1970-02-19T22
Nancy,3,8.6,147.5,992,25,1970022004,1970-02-20T04
Nancy,3,8.6,147.2,992,25,1970022010,1970-02-20T10
Nancy,3,8.6,146.5,990,25,1970022016,1970-02-20T16
Nancy,3,8.6,145.7,987,25,1970022022,1970-02-20T22
Nancy,3,8.5,144.8,984,30,1970022104,1970-02-21T04
Nancy,3,8.3,143.8,980,30,1970022110,1970-02-21T10
Nancy,3,8.1,142.5,978,30,1970022116,1970-02-21T16
Nancy,4,8.1,141.2,975,40,1970022122,1970-02-21T22
Nancy,5,8.6,139.9,970,45,1970022204,1970-02-22T04
Nancy,6,8.9,138.4,960,55,1970022210,1970-02-22T10
Nancy,6,9.1,137.1,960,55,1970022216,1970-02-22T16
Nancy,6,9.2,135.6,960,55,1970022222,1970-02-22T22
Nancy,6,9.5,134.2,957,55,1970022304,1970-02-23T04
Nancy,6,10.1,132.4,955,55,1970022310,1970-02-23T10
Nancy,6,10.2,130.9,953,55,1970022316,1970-02-23T16
Nancy,6,10.8,129.4,951,65,1970022322,1970-02-23T22
Nancy,6,11.4,127.7,949,65,1970022404,1970-02-24T04
Nancy,6,12.0,126.6,949,65,1970022410,1970-02-24T10
Nancy,6,13.0,125.6,950,55,1970022416,1970-02-24T16
Nancy,5,13.8,124.4,955,50,1970022422,1970-02-24T22
Nancy,5,14.6,124.0,953,50,1970022504,1970-02-25T04
Nancy,5,15.4,123.8,953,45,1970022510,1970-02-25T10
Nancy,4,16.3,123.7,955,40,1970022516,1970-02-25T16
Nancy,4,17.5,123.8,965,40,1970022522,1970-02-25T22
Nancy,3,18.6,124.3,975,30,1970022604,1970-02-26T04
Nancy,3,19.7,124.8,985,25,1970022610,1970-02-26T10
Nancy,2,20.5,125.3,987,20,1970022616,1970-02-26T16
Nancy,2,21.2,126.0,998,20,1970022622,1970-02-26T22
Nancy,1,21.8,127.0,1002,15,1970022704,1970-02-27T04
Nancy,1,22.5,128.9,1006,15,1970022710,1970-02-27T10
Nancy,9,23.0,131.3,1006,15,1970022716,1970-02-27T16
HANNAH,1,8.5,136.5,1004,15,1997012004,1997-01-20T04
HANNAH,1,8.5,135.5,1004,15,1997012010,1997-01-20T10
HANNAH,1,8.8,133.0,1004,15,1997012016,1997-01-20T16
HANNAH,1,9.2,132.6,1004,15,1997012022,1997-01-20T22
HANNAH,1,9.8,132.4,1000,15,1997012104,1997-01-21T04
HANNAH,1,10.5,132.2,1000,15,1997012110,1997-01-21T10
HANNAH,1,11.3,132.3,1000,15,1997012116,1997-01-21T16
HANNAH,1,11.3,133.0,1002,15,1997012122,1997-01-21T22
HANNAH,1,11.2,133.2,1002,15,1997012204,1997-01-22T04
PABUK,1,8.1,112.4,1004,13,2018123022,2018-12-30T22
PABUK,1,7.6,111.7,1004,13,2018123104,2018-12-31T04
PABUK,1,7.0,111.2,1002,15,2018123110,2018-12-31T10
PABUK,1,6.5,110.7,1002,15,2018123116,2018-12-31T16
PABUK,2,6.2,110.1,1000,18,2018123122,2018-12-31T22
PABUK,2,6.0,109.6,1000,18,2019010104,2019-01-01T04
PABUK,2,6.0,109.1,1000,18,2019010110,2019-01-01T10
PABUK,2,6.0,108.6,1000,18,2019010116,2019-01-01T16
PABUK,2,6.2,107.8,1000,18,2019010122,2019-01-01T22
PABUK,2,6.2,106.9,998,20,2019010204,2019-01-02T04
PABUK,2,6.2,105.7,998,20,2019010210,2019-01-02T10
PABUK,2,6.2,105.0,998,20,2019010216,2019-01-02T16
PABUK,2,6.3,104.3,998,20,2019010222,2019-01-02T22
PABUK,2,6.5,103.4,995,23,2019010304,2019-01-03T04
PABUK,2,7.2,102.5,995,23,2019010310,2019-01-03T10
PABUK,3,7.8,101.6,990,25,2019010316,2019-01-03T16
PABUK,2,8.1,100.6,995,23,2019010322,2019-01-03T22
PABUK,2,8.2,99.8,998,20,2019010404,2019-01-04T04
PABUK,1,8.3,99.2,1006,15,2019010410,2019-01-04T10
PABUK,1,8.6,98.6,1006,15,2019010416,2019-01-04T16
Cimaron,1,11.8,120.0,1004,12,2001050904,2001-05-09T04
Cimaron,1,12.3,119.6,1004,12,2001050910,2001-05-09T10
Cimaron,1,13.1,119.5,1004,12,2001050916,2001-05-09T16
Cimaron,1,14.1,119.3,1002,15,2001050922,2001-05-09T22
Cimaron,1,15.3,119.1,1002,15,2001051004,2001-05-10T04
Cimaron,1,16.2,119.1,1002,15,2001051010,2001-05-10T10
Cimaron,1,17.1,119.1,1000,15,2001051016,2001-05-10T16
Cimaron,2,17.6,119.1,998,18,2001051022,2001-05-10T22
Cimaron,2,18.1,119.2,998,18,2001051104,2001-05-11T04
Cimaron,2,18.5,119.5,995,20,2001051110,2001-05-11T10
Cimaron,2,18.9,119.9,990,23,2001051116,2001-05-11T16
Cimaron,2,19.5,120.4,990,23,2001051122,2001-05-11T22
Cimaron,2,20.0,121.0,990,23,2001051204,2001-05-12T04
Cimaron,2,20.5,121.2,990,23,2001051210,2001-05-12T10
Cimaron,2,21.1,121.7,990,23,2001051216,2001-05-12T16
Cimaron,3,22.1,122.7,985,25,2001051222,2001-05-12T22
Cimaron,3,23.1,123.6,985,25,2001051304,2001-05-13T04
Cimaron,3,24.3,125.1,985,25,2001051310,2001-05-13T10
Cimaron,3,25.6,126.5,985,25,2001051316,2001-05-13T16
Cimaron,2,26.7,128.0,990,20,2001051322,2001-05-13T22
Cimaron,2,27.2,129.1,998,18,2001051404,2001-05-14T04
Cimaron,1,27.4,130.6,1000,15,2001051410,2001-05-14T10
Cimaron,1,27.5,132.0,1002,15,2001051416,2001-05-14T16
Cimaron,1,27.7,133.5,1002,15,2001051422,2001-05-14T22
Cimaron,1,27.7,134.6,1004,12,2001051504,2001-05-15T04
Sharon,0,4.0,152.0,1004,10,1991030416,1991-03-04T16
Sharon,1,4.0,151.0,1002,12,1991030422,1991-03-04T22
Sharon,1,4.3,150.1,1002,12,1991030504,1991-03-05T04
Sharon,1,4.5,149.3,1002,12,1991030510,1991-03-05T10
Sharon,1,5.0,148.5,1002,12,1991030516,1991-03-05T16
Sharon,1,5.3,148.0,1000,15,1991030522,1991-03-05T22
Sharon,1,5.6,147.3,1000,15,1991030604,1991-03-06T04
Sharon,1,6.0,146.6,1000,15,1991030610,1991-03-06T10
Sharon,2,6.5,146.0,998,20,1991030616,1991-03-06T16
Sharon,2,6.9,145.4,996,20,1991030622,1991-03-06T22
Sharon,2,7.1,144.5,996,20,1991030704,1991-03-07T04
Sharon,2,7.1,144.5,996,20,1991030710,1991-03-07T10
Sharon,2,6.5,144.1,992,20,1991030716,1991-03-07T16
Sharon,3,6.3,143.5,990,25,1991030722,1991-03-07T22
Sharon,3,6.3,142.5,990,25,1991030804,1991-03-08T04
Sharon,3,6.3,141.5,990,25,1991030810,1991-03-08T10
Sharon,3,6.3,140.9,985,25,1991030816,1991-03-08T16
Sharon,3,6.3,140.3,985,25,1991030822,1991-03-08T22
Sharon,3,6.4,139.5,985,25,1991030904,1991-03-09T04
Sharon,3,6.5,138.5,985,25,1991030910,1991-03-09T10
Sharon,3,6.7,137.6,980,30,1991030916,1991-03-09T16
Sharon,3,6.8,136.8,980,30,1991030922,1991-03-09T22
Sharon,3,6.8,136.0,980,30,1991031004,1991-03-10T04
Sharon,3,6.9,135.3,980,30,1991031010,1991-03-10T10
Sharon,3,6.9,134.5,980,30,1991031016,1991-03-10T16
Sharon,3,6.9,133.5,985,25,1991031022,1991-03-10T22
Sharon,3,7.0,132.4,985,25,1991031104,1991-03-11T04
Sharon,3,7.3,131.8,990,25,1991031110,1991-03-11T10
Sharon,2,7.7,131.0,990,20,1991031116,1991-03-11T16
Sharon,2,8.3,130.0,995,20,1991031122,1991-03-11T22
Sharon,2,8.6,128.8,995,20,1991031204,1991-03-12T04
Sharon,2,9.0,127.7,998,20,1991031210,1991-03-12T10
Sharon,2,9.5,126.1,998,20,1991031216,1991-03-12T16
Sharon,2,10.5,125.1,998,20,1991031222,1991-03-12T22
Sharon,1,11.0,124.0,998,15,1991031304,1991-03-13T04
Sharon,1,11.3,123.0,1000,15,1991031310,1991-03-13T10
Sharon,1,11.5,122.3,1000,15,1991031316,1991-03-13T16
Sharon,1,10.5,122.3,1000,15,1991031322,1991-03-13T22
Kong-rey,1,5.8,158.2,1006,12,2007033004,2007-03-30T04
Kong-rey,1,6.3,158.1,1002,15,2007033010,2007-03-30T10
Kong-rey,1,6.7,157.9,1002,15,2007033016,2007-03-30T16
Kong-rey,1,7.1,156.6,1002,15,2007033022,2007-03-30T22
Kong-rey,1,7.6,155.5,1000,15,2007033104,2007-03-31T04
Kong-rey,1,8.4,154.2,1000,15,2007033110,2007-03-31T10
Kong-rey,2,9.7,152.8,998,18,2007033116,2007-03-31T16
Kong-rey,2,10.2,152.1,996,20,2007033122,2007-03-31T22
Kong-rey,2,10.4,151.4,990,23,2007040104,2007-04-01T04
Kong-rey,3,11.0,150.8,990,25,2007040110,2007-04-01T10
Kong-rey,3,12.1,149.6,985,28,2007040116,2007-04-01T16
Kong-rey,3,13.4,148.9,980,30,2007040122,2007-04-01T22
Kong-rey,4,14.5,147.7,980,33,2007040204,2007-04-02T04
Kong-rey,4,15.2,146.8,975,33,2007040210,2007-04-02T10
Kong-rey,4,16.1,145.8,970,35,2007040216,2007-04-02T16
Kong-rey,4,16.9,144.7,970,35,2007040222,2007-04-02T22
Kong-rey,4,17.7,144.3,960,40,2007040304,2007-04-03T04
Kong-rey,4,18.7,144.3,960,40,2007040310,2007-04-03T10
Kong-rey,4,20.0,144.3,965,40,2007040316,2007-04-03T16
Kong-rey,4,21.0,145.1,970,35,2007040322,2007-04-03T22
Kong-rey,3,22.0,146.5,980,30,2007040404,2007-04-04T04
Kong-rey,3,22.8,148.0,990,25,2007040410,2007-04-04T10
Kong-rey,2,23.9,150.1,990,23,2007040416,2007-04-04T16
Kong-rey,2,25.1,152.5,996,18,2007040422,2007-04-04T22
Kong-rey,2,25.9,155.0,996,18,2007040504,2007-04-05T04
Kong-rey,1,26.6,157.5,998,15,2007040510,2007-04-05T10
Kong-rey,9,27.0,160.0,1002,15,2007040516,2007-04-05T16
Ruby,2,8.9,140.6,1000,20,1959022610,1959-02-26T10
Ruby,3,8.7,139.5,998,25,1959022616,1959-02-26T16
Ruby,3,8.5,138.7,995,25,1959022622,1959-02-26T22
Ruby,3,8.4,137.8,995,25,1959022704,1959-02-27T04
Ruby,3,8.3,137.0,995,25,1959022710,1959-02-27T10
Ruby,3,8.2,136.1,995,25,1959022716,1959-02-27T16
Ruby,3,8.7,134.8,995,25,1959022722,1959-02-27T22
Ruby,3,8.7,133.5,997,25,1959022804,1959-02-28T04
Ruby,2,8.3,132.3,999,20,1959022810,1959-02-28T10
Ruby,1,7.7,131.2,1002,15,1959022816,1959-02-28T16
Ruby,1,7.1,130.1,1004,15,1959022822,1959-02-28T22
Ruby,0,6.7,129.0,1005,0,1959030104,1959-03-01T04
Freda,1,6.0,168.0,1004,12,1981031116,1981-03-11T16
Freda,1,6.6,167.4,1004,15,1981031122,1981-03-11T22
Freda,1,7.0,166.8,1000,15,1981031204,1981-03-12T04
Freda,2,7.5,166.0,994,20,1981031210,1981-03-12T10
Freda,2,8.2,165.2,992,20,1981031216,1981-03-12T16
Freda,2,9.0,164.3,992,20,1981031222,1981-03-12T22
Freda,2,9.9,163.4,990,20,1981031304,1981-03-13T04
Freda,3,10.6,162.6,987,25,1981031310,1981-03-13T10
Freda,3,11.5,162.0,980,30,1981031316,1981-03-13T16
Freda,3,12.7,161.3,979,30,1981031322,1981-03-13T22
Freda,3,14.2,161.1,975,30,1981031404,1981-03-14T04
Freda,4,14.6,161.6,970,35,1981031410,1981-03-14T10
Freda,4,15.5,161.9,960,40,1981031416,1981-03-14T16
Freda,5,16.9,162.9,947,50,1981031422,1981-03-14T22
Freda,5,18.1,163.9,945,50,1981031504,1981-03-15T04
Freda,5,19.1,165.0,944,50,1981031510,1981-03-15T10
Freda,5,20.0,166.0,945,50,1981031516,1981-03-15T16
Freda,5,21.0,167.2,950,45,1981031522,1981-03-15T22
Freda,5,21.9,168.3,955,45,1981031604,1981-03-16T04
Freda,4,23.0,169.4,960,40,1981031610,1981-03-16T10
Freda,4,24.0,170.5,966,35,1981031616,1981-03-16T16
Freda,3,25.2,171.7,975,30,1981031622,1981-03-16T22
Freda,3,27.1,173.3,982,25,1981031704,1981-03-17T04
Freda,3,28.0,174.6,980,25,1981031710,1981-03-17T10
Freda,3,29.0,176.0,985,25,1981031716,1981-03-17T16
Freda,2,31.6,181.0,990,20,1981031722,1981-03-17T22
Charlotte,1,14.8,117.9,992,15,1952060822,1952-06-08T22
Charlotte,2,14.8,117.5,990,20,1952060904,1952-06-09T04
Charlotte,3,15.0,117.0,988,25,1952060910,1952-06-09T10
Charlotte,3,15.3,116.6,987,30,1952060916,1952-06-09T16
Charlotte,3,16.3,116.3,985,30,1952060922,1952-06-09T22
Charlotte,3,17.3,116.0,983,30,1952061004,1952-06-10T04
Charlotte,3,18.3,115.6,981,30,1952061010,1952-06-10T10
Charlotte,4,19.1,114.9,978,35,1952061016,1952-06-10T16
Charlotte,4,19.5,114.4,971,35,1952061022,1952-06-10T22
Charlotte,4,19.9,113.9,966,40,1952061104,1952-06-11T04
Charlotte,4,20.3,113.3,962,40,1952061110,1952-06-11T10
Charlotte,4,20.6,112.6,960,40,1952061116,1952-06-11T16
Charlotte,4,20.7,112.1,961,40,1952061122,1952-06-11T22
Charlotte,4,20.9,111.7,970,35,1952061204,1952-06-12T04
Charlotte,3,21.2,111.4,980,30,1952061210,1952-06-12T10
Charlotte,3,21.5,111.2,985,25,1952061216,1952-06-12T16
Charlotte,2,22.0,111.1,988,20,1952061222,1952-06-12T22
Charlotte,1,22.5,111.4,990,15,1952061304,1952-06-13T04
Charlotte,1,22.7,112.2,993,15,1952061310,1952-06-13T10
Charlotte,0,23.0,112.5,993,10,1952061316,1952-06-13T16
Charlotte,0,23.3,112.8,996,9,1952061322,1952-06-13T22
Charlotte,0,23.5,113.4,1000,9,1952061404,1952-06-14T04
Charlotte,0,23.7,114.0,1000,9,1952061410,1952-06-14T10
Charlotte,0,24.0,114.9,1002,9,1952061416,1952-06-14T16
Phyllis,1,7.0,177.3,1000,15,1969011522,1969-01-15T22
Phyllis,2,7.5,175.9,995,20,1969011604,1969-01-16T04
Phyllis,3,7.9,174.3,990,25,1969011610,1969-01-16T10
Phyllis,3,8.3,172.7,985,30,1969011616,1969-01-16T16
Phyllis,4,8.6,171.0,978,35,1969011622,1969-01-16T22
Phyllis,4,8.8,169.2,978,35,1969011704,1969-01-17T04
Phyllis,4,9.0,167.4,977,35,1969011710,1969-01-17T10
Phyllis,4,9.2,165.8,975,40,1969011716,1969-01-17T16
Phyllis,5,9.6,164.0,972,45,1969011722,1969-01-17T22
Phyllis,5,10.3,162.2,970,45,1969011804,1969-01-18T04
Phyllis,5,10.8,160.5,967,45,1969011810,1969-01-18T10
Phyllis,5,11.2,159.1,968,45,1969011816,1969-01-18T16
Phyllis,5,11.4,157.9,968,45,1969011822,1969-01-18T22
Phyllis,5,11.8,156.4,968,45,1969011904,1969-01-19T04
Phyllis,5,12.4,154.8,968,45,1969011910,1969-01-19T10
Phyllis,5,12.7,153.3,968,45,1969011916,1969-01-19T16
Phyllis,5,13.3,152.3,970,45,1969011922,1969-01-19T22
Phyllis,4,13.8,151.2,976,40,1969012004,1969-01-20T04
Phyllis,4,14.0,150.3,977,40,1969012010,1969-01-20T10
